dst_cls,layer,region,source,content_id,delta,dist,a,b,kk
eval,22,task,samecls_diffcont,c008,-0.0124969482421875,18.54563331604004,60,46,60
eval,22,question,samecls_diffcont,c008,0.010675430297851562,13.314144134521484,46,1,60
eval,22,final,samecls_diffcont,c008,0.01493072509765625,6.475247859954834,1,0,60
eval,22,readout,samecls_diffcont,c008,0.019945144653320312,13.165473937988281,46,0,60
eval,9,task,othercls_diffcont,c008,-0.12192153930664062,3.411210298538208,60,46,60
eval,9,question,othercls_diffcont,c008,-0.0333251953125,1.4414784908294678,46,1,60
eval,9,final,othercls_diffcont,c008,0.16991424560546875,1.7226178646087646,1,0,60
eval,9,readout,othercls_diffcont,c008,0.1074676513671875,1.4475902318954468,46,0,60
eval,22,task,othercls_diffcont,c008,-0.014585494995117188,19.481800079345703,60,46,60
eval,22,question,othercls_diffcont,c008,-0.008302688598632812,12.836686134338379,46,1,60
eval,22,final,othercls_diffcont,c008,0.008052825927734375,6.401937007904053,1,0,60
eval,22,readout,othercls_diffcont,c008,-0.0003795623779296875,12.69680118560791,46,0,60
eval,9,task,samecls_samecont,c009,-8.0108642578125e-05,1.9974583387374878,73,46,73
eval,9,question,samecls_samecont,c009,-0.22717666625976562,0.9421058893203735,46,1,73
eval,9,final,samecls_samecont,c009,-0.05386161804199219,0.7563121318817139,1,0,73
eval,9,readout,samecls_samecont,c009,-0.2795543670654297,0.938066840171814,46,0,73
eval,22,task,samecls_samecont,c009,-0.0050106048583984375,10.757452964782715,73,46,73
eval,22,question,samecls_samecont,c009,-0.0012664794921875,7.283204555511475,46,1,73
eval,22,final,samecls_samecont,c009,0.5390911102294922,4.680319786071777,1,0,73
eval,22,readout,samecls_samecont,c009,0.536895751953125,7.226619720458984,46,0,73
eval,9,task,othercls_samecont,c009,-0.043247222900390625,2.405000925064087,72,46,72
eval,9,question,othercls_samecont,c009,-0.20192337036132812,0.8419271111488342,46,1,72
eval,9,final,othercls_samecont,c009,0.04194068908691406,0.6977088451385498,1,0,72
eval,9,readout,othercls_samecont,c009,-0.17856216430664062,0.8387919068336487,46,0,72
eval,22,task,othercls_samecont,c009,-0.009042739868164062,15.04775333404541,72,46,72
eval,22,question,othercls_samecont,c009,-0.013948440551757812,8.396060943603516,46,1,72
eval,22,final,othercls_samecont,c009,0.0016002655029296875,3.9571049213409424,1,0,72
eval,22,readout,othercls_samecont,c009,-0.009744644165039062,8.29956340789795,46,0,72
eval,9,task,samecls_diffcont,c009,-0.3235645294189453,3.9113612174987793,59,46,59
eval,9,question,samecls_diffcont,c009,0.4813995361328125,2.06762433052063,46,1,59
eval,9,final,samecls_diffcont,c009,-0.4103813171386719,2.768376350402832,1,0,59
eval,9,readout,samecls_diffcont,c009,0.20000648498535156,2.0828583240509033,46,0,59
eval,22,task,samecls_diffcont,c009,-0.0006961822509765625,21.273649215698242,59,46,59
eval,22,question,samecls_diffcont,c009,-0.0128173828125,14.473039627075195,46,1,59
eval,22,final,samecls_diffcont,c009,-0.5112380981445312,11.910754203796387,1,0,59
eval,22,readout,samecls_diffcont,c009,-0.5172309875488281,14.417337417602539,46,0,59
eval,9,task,othercls_diffcont,c009,-0.17108917236328125,3.8782942295074463,59,46,59
eval,9,question,othercls_diffcont,c009,0.47069549560546875,1.968625783920288,46,1,59
eval,9,final,othercls_diffcont,c009,-0.23602676391601562,2.523263692855835,1,0,59
eval,9,readout,othercls_diffcont,c009,0.31169891357421875,1.9806830883026123,46,0,59
eval,22,task,othercls_diffcont,c009,-0.0020008087158203125,20.85956573486328,59,46,59
eval,22,question,othercls_diffcont,c009,-0.028448104858398438,14.385248184204102,46,1,59
eval,22,final,othercls_diffcont,c009,0.39628028869628906,11.703365325927734,1,0,59
eval,22,readout,othercls_diffcont,c009,0.3620643615722656,14.326947212219238,46,0,59
eval,9,task,samecls_samecont,c011,0.2836132049560547,1.1504778861999512,125,46,125
eval,9,question,samecls_samecont,c011,-0.15346527099609375,0.6856745481491089,46,1,125
eval,9,final,samecls_samecont,c011,0.023134231567382812,0.9022067189216614,1,0,125
eval,9,readout,samecls_samecont,c011,-0.138946533203125,0.6903817653656006,46,0,125
eval,22,task,samecls_samecont,c011,-0.004337310791015625,7.120591640472412,125,46,125
eval,22,question,samecls_samecont,c011,-0.015645980834960938,5.849108695983887,46,1,125
eval,22,final,samecls_samecont,c011,0.21143150329589844,3.548013925552368,1,0,125
eval,22,readout,samecls_samecont,c011,0.19577407836914062,5.799084186553955,46,0,125
eval,9,task,othercls_samecont,c011,0.42955970764160156,1.3162537813186646,124,46,124
eval,9,question,othercls_samecont,c011,0.037593841552734375,0.837184488773346,46,1,124
eval,9,final,othercls_samecont,c011,0.35550498962402344,0.7800558805465698,1,0,124
eval,9,readout,othercls_samecont,c011,0.3713569641113281,0.8359425663948059,46,0,124
eval,22,task,othercls_samecont,c011,-0.001079559326171875,7.829562664031982,124,46,124
eval,22,question,othercls_samecont,c011,-0.01822662353515625,6.069528579711914,46,1,124
eval,22,final,othercls_samecont,c011,0.8965015411376953,4.45959997177124,1,0,124
eval,22,readout,othercls_samecont,c011,0.8738784790039062,6.034530162811279,46,0,124
eval,9,task,samecls_diffcont,c011,0.34894371032714844,1.1954909563064575,79,46,79
eval,9,question,samecls_diffcont,c011,-0.016351699829101562,1.4302524328231812,46,1,79
eval,9,final,samecls_diffcont,c011,0.13294410705566406,1.018246054649353,1,0,79
eval,9,readout,samecls_diffcont,c011,0.06580734252929688,1.4212956428527832,46,0,79
eval,22,task,samecls_diffcont,c011,-0.009990692138671875,9.894942283630371,79,46,79
eval,22,question,samecls_diffcont,c011,-0.01840972900390625,12.031610488891602,46,1,79
eval,22,final,samecls_diffcont,c011,0.8465652465820312,4.573404312133789,1,0,79
eval,22,readout,samecls_diffcont,c011,0.8286933898925781,11.869476318359375,46,0,79
eval,9,task,othercls_diffcont,c011,0.2783679962158203,1.397419810295105,79,46,79
eval,9,question,othercls_diffcont,c011,0.10127639770507812,0.976818859577179,46,1,79
eval,9,final,othercls_diffcont,c011,0.3952808380126953,1.1634924411773682,1,0,79
eval,9,readout,othercls_diffcont,c011,0.4820880889892578,0.9808769226074219,46,0,79
eval,22,task,othercls_diffcont,c011,0.0018138885498046875,11.263311386108398,79,46,79
eval,22,question,othercls_diffcont,c011,-0.02089691162109375,8.842597007751465,46,1,79
eval,22,final,othercls_diffcont,c011,0.8596324920654297,5.344244956970215,1,0,79
eval,22,readout,othercls_diffcont,c011,0.8424854278564453,8.766546249389648,46,0,79
eval,9,task,samecls_samecont,c013,0.2380847930908203,1.7416542768478394,122,46,122
eval,9,question,samecls_samecont,c013,0.009372711181640625,1.4879815578460693,46,1,122
eval,9,final,samecls_samecont,c013,-0.10477638244628906,0.8846064209938049,1,0,122
eval,9,readout,samecls_samecont,c013,-0.05551719665527344,1.4748646020889282,46,0,122
eval,22,task,samecls_samecont,c013,0.014581680297851562,9.597445487976074,122,46,122
eval,22,question,samecls_samecont,c013,0.0231170654296875,11.695425033569336,46,1,122
eval,22,final,samecls_samecont,c013,-0.18651771545410156,4.382291793823242,1,0,122
eval,22,readout,samecls_samecont,c013,-0.1691722869873047,11.536443710327148,46,0,122
eval,9,task,othercls_samecont,c013,0.008749008178710938,1.2581958770751953,122,46,122
eval,9,question,othercls_samecont,c013,-0.06976509094238281,1.4489935636520386,46,1,122
eval,9,final,othercls_samecont,c013,0.21978759765625,0.7737926244735718,1,0,122
eval,9,readout,othercls_samecont,c013,0.1945171356201172,1.4343154430389404,46,0,122
eval,22,task,othercls_samecont,c013,0.012964248657226562,8.445035934448242,122,46,122
eval,22,question,othercls_samecont,c013,0.0031795501708984375,12.018911361694336,46,1,122
eval,22,final,othercls_samecont,c013,0.021219253540039062,4.974343776702881,1,0,122
eval,22,readout,othercls_samecont,c013,0.016908645629882812,11.865769386291504,46,0,122
eval,9,task,samecls_diffcont,c013,0.1588897705078125,1.2206227779388428,79,46,79
eval,9,question,samecls_diffcont,c013,-0.00262451171875,1.818480372428894,46,1,79
eval,9,final,samecls_diffcont,c013,0.3646965026855469,1.0804206132888794,1,0,79
eval,9,readout,samecls_diffcont,c013,0.27033424377441406,1.8024358749389648,46,0,79
eval,22,task,samecls_diffcont,c013,0.01502227783203125,9.923944473266602,79,46,79
eval,22,question,samecls_diffcont,c013,-0.022289276123046875,13.70587158203125,46,1,79
eval,22,final,samecls_diffcont,c013,1.2304553985595703,6.335275650024414,1,0,79
eval,22,readout,samecls_diffcont,c013,1.1963062286376953,13.54564094543457,46,0,79
eval,9,task,othercls_diffcont,c013,-0.14264678955078125,1.2199050188064575,79,46,79
eval,9,question,othercls_diffcont,c013,-0.10763168334960938,1.4842932224273682,46,1,79
eval,9,final,othercls_diffcont,c013,0.10769844055175781,0.7337510585784912,1,0,79
eval,9,readout,othercls_diffcont,c013,-0.00641632080078125,1.4679771661758423,46,0,79
eval,22,task,othercls_diffcont,c013,0.01483917236328125,10.346481323242188,79,46,79
eval,22,question,othercls_diffcont,c013,-0.0018253326416015625,12.454028129577637,46,1,79
eval,22,final,othercls_diffcont,c013,-0.4728069305419922,4.732847690582275,1,0,79
eval,22,readout,othercls_diffcont,c013,-0.4830951690673828,12.286177635192871,46,0,79
eval,9,task,samecls_samecont,c014,-0.7827301025390625,1.4081909656524658,123,46,123
eval,9,question,samecls_samecont,c014,-0.6266040802001953,1.2617939710617065,46,1,123
eval,9,final,samecls_samecont,c014,-0.22298622131347656,1.0704420804977417,1,0,123
eval,9,readout,samecls_samecont,c014,-0.9288425445556641,1.257634162902832,46,0,123
eval,22,task,samecls_samecont,c014,0.013669967651367188,9.898045539855957,123,46,123
eval,22,question,samecls_samecont,c014,0.0313873291015625,11.304930686950684,46,1,123
eval,22,final,samecls_samecont,c014,-2.0853519439697266,7.568477630615234,1,0,123
eval,22,readout,samecls_samecont,c014,-2.0576305389404297,11.223703384399414,46,0,123
eval,9,task,othercls_samecont,c014,-0.44814491271972656,1.3136636018753052,122,46,122
eval,9,question,othercls_samecont,c014,-0.4697723388671875,1.2874219417572021,46,1,122
eval,9,final,othercls_samecont,c014,-0.11205673217773438,0.970224916934967,1,0,122
eval,9,readout,othercls_samecont,c014,-0.6552600860595703,1.2805262804031372,46,0,122
eval,22,task,othercls_samecont,c014,-0.001529693603515625,8.579419136047363,122,46,122
eval,22,question,othercls_samecont,c014,0.0176239013671875,10.18881607055664,46,1,122
eval,22,final,othercls_samecont,c014,-1.6993675231933594,5.549785614013672,1,0,122
eval,22,readout,othercls_samecont,c014,-1.6815376281738281,10.087967872619629,46,0,122
eval,9,task,samecls_diffcont,c014,-0.21799850463867188,1.4974802732467651,79,46,79
eval,9,question,samecls_diffcont,c014,-0.4153308868408203,1.5922136306762695,46,1,79
eval,9,final,samecls_diffcont,c014,-0.1820068359375,1.2556736469268799,1,0,79
eval,9,readout,samecls_diffcont,c014,-0.6859226226806641,1.5848976373672485,46,0,79
eval,22,task,samecls_diffcont,c014,0.003780364990234375,12.201728820800781,79,46,79
eval,22,question,samecls_diffcont,c014,0.06266021728515625,12.094704627990723,46,1,79
eval,22,final,samecls_diffcont,c014,-1.4187812805175781,6.462279796600342,1,0,79
eval,22,readout,samecls_diffcont,c014,-1.3540840148925781,11.972260475158691,46,0,79
eval,9,task,othercls_diffcont,c014,-0.2519702911376953,1.5142884254455566,79,46,79
eval,9,question,othercls_diffcont,c014,-0.3806896209716797,1.318382978439331,46,1,79
eval,9,final,othercls_diffcont,c014,-0.04863166809082031,1.2765668630599976,1,0,79
eval,9,readout,othercls_diffcont,c014,-0.45626258850097656,1.3174740076065063,46,0,79
eval,22,task,othercls_diffcont,c014,-0.0074291229248046875,12.084733009338379,79,46,79
eval,22,question,othercls_diffcont,c014,0.024868011474609375,10.319162368774414,46,1,79
eval,22,final,othercls_diffcont,c014,-1.4371986389160156,5.80891752243042,1,0,79
eval,22,readout,othercls_diffcont,c014,-1.4092178344726562,10.221113204956055,46,0,79
eval,9,task,samecls_samecont,c016,-0.3453388214111328,1.7402063608169556,112,46,112
eval,9,question,samecls_samecont,c016,0.19043350219726562,0.9234695434570312,46,1,112
eval,9,final,samecls_samecont,c016,0.13532447814941406,1.085240364074707,1,0,112
eval,9,readout,samecls_samecont,c016,0.32624244689941406,0.9269863367080688,46,0,112
eval,22,task,samecls_samecont,c016,0.00933837890625,12.239080429077148,112,46,112
eval,22,question,samecls_samecont,c016,-0.016361236572265625,9.209426879882812,46,1,112
eval,22,final,samecls_samecont,c016,0.05299186706542969,4.174839019775391,1,0,112
eval,22,readout,samecls_samecont,c016,0.03820228576660156,9.099979400634766,46,0,112
eval,9,task,othercls_samecont,c016,-0.11455535888671875,1.7717156410217285,112,46,112
eval,9,question,othercls_samecont,c016,0.09927558898925781,1.0048528909683228,46,1,112
eval,9,final,othercls_samecont,c016,0.07995223999023438,0.8686622977256775,1,0,112
eval,9,readout,othercls_samecont,c016,0.1631317138671875,1.0018922090530396,46,0,112
eval,22,task,othercls_samecont,c016,-0.013132095336914062,13.094500541687012,112,46,112
eval,22,question,othercls_samecont,c016,-0.03760528564453125,8.317047119140625,46,1,112
eval,22,final,othercls_samecont,c016,-0.016668319702148438,3.7460641860961914,1,0,112
eval,22,readout,othercls_samecont,c016,-0.05623054504394531,8.21767807006836,46,0,112
eval,9,task,samecls_diffcont,c016,0.19530868530273438,1.464957356452942,79,46,79
eval,9,question,samecls_diffcont,c016,0.10089683532714844,0.896223783493042,46,1,79
eval,9,final,samecls_diffcont,c016,-0.0055522918701171875,0.933326780796051,1,0,79
eval,9,readout,samecls_diffcont,c016,0.10526084899902344,0.8970303535461426,46,0,79
eval,22,task,samecls_diffcont,c016,-0.00534820556640625,12.357735633850098,79,46,79
eval,22,question,samecls_diffcont,c016,-0.026704788208007812,8.68982219696045,46,1,79
eval,22,final,samecls_diffcont,c016,0.8470306396484375,4.445119380950928,1,0,79
eval,22,readout,samecls_diffcont,c016,0.8199653625488281,8.597546577453613,46,0,79
eval,9,task,othercls_diffcont,c016,0.04271888732910156,1.4689552783966064,79,46,79
eval,9,question,othercls_diffcont,c016,0.08736991882324219,1.0732362270355225,46,1,79
eval,9,final,othercls_diffcont,c016,0.09120750427246094,0.9703988432884216,1,0,79
eval,9,readout,othercls_diffcont,c016,0.14463043212890625,1.0710006952285767,46,0,79
eval,22,task,othercls_diffcont,c016,-0.001796722412109375,11.61130142211914,79,46,79
eval,22,question,othercls_diffcont,c016,-0.04106903076171875,8.570401191711426,46,1,79
eval,22,final,othercls_diffcont,c016,0.4356346130371094,4.327879428863525,1,0,79
eval,22,readout,othercls_diffcont,c016,0.3905029296875,8.478172302246094,46,0,79
eval,9,task,samecls_samecont,c017,-0.6261558532714844,1.2390433549880981,144,46,144
eval,9,question,samecls_samecont,c017,0.3664817810058594,0.9599143266677856,46,1,144
eval,9,final,samecls_samecont,c017,0.03278541564941406,0.909259557723999,1,0,144
eval,9,readout,samecls_samecont,c017,0.4004230499267578,0.9588130712509155,46,0,144
eval,22,task,samecls_samecont,c017,0.000972747802734375,7.732545375823975,144,46,144
eval,22,question,samecls_samecont,c017,-0.003719329833984375,7.397536754608154,46,1,144
